"coord_ref_sys_code","coord_ref_sys_name","coord_sys_code","base_crs_code","projection_conv_code"
7640,"NAD83(2011) / WISCRS Washburn (ftUS)",4497,6318,7425
7641,"NAD83(2011) / WISCRS Washington (ftUS)",4497,6318,7523
7642,"NAD83(2011) / WISCRS Waukesha (ftUS)",4497,6318,7525
7643,"NAD83(2011) / WISCRS Waupaca (ftUS)",4497,6318,7481
7644,"NAD83(2011) / WISCRS Waushara (ftUS)",4497,6318,7527
7645,"NAD83(2011) / WISCRS Wood (ftUS)",4497,6318,7483
7692,"Kyrg-06 / zone 1",4400,7686,7687
7693,"Kyrg-06 / zone 2",4400,7686,7688
7694,"Kyrg-06 / zone 3",4400,7686,7689
7695,"Kyrg-06 / zone 4",4400,7686,7690
7696,"Kyrg-06 / zone 5",4400,7686,7691
7755,"WGS 84 / India NSF LCC",4499,4326,7722
7756,"WGS 84 / Andhra Pradesh",4499,4326,7723
7757,"WGS 84 / Arunachal Pradesh",4499,4326,7724
7758,"WGS 84 / Assam",4499,4326,7725
7759,"WGS 84 / Bihar",4499,4326,7726
7760,"WGS 84 / Delhi",4499,4326,7727
7761,"WGS 84 / Gujarat",4499,4326,7728
7762,"WGS 84 / Haryana",4499,4326,7729
7763,"WGS 84 / Himachal Pradesh",4499,4326,7730
7764,"WGS 84 / Jammu and Kashmir",4499,4326,7731
7765,"WGS 84 / Jharkhand",4499,4326,7732
7766,"WGS 84 / Madhya Pradesh",4499,4326,7733
7767,"WGS 84 / Maharashtra",4499,4326,7734
7768,"WGS 84 / Manipur",4499,4326,7735
7769,"WGS 84 / Meghalaya",4499,4326,7736
7770,"WGS 84 / Nagaland",4499,4326,7737
7771,"WGS 84 / India Northeast",4499,4326,7738
7772,"WGS 84 / Orissa",4499,4326,7739
7773,"WGS 84 / Punjab",4499,4326,7740
7774,"WGS 84 / Rajasthan",4499,4326,7741
7775,"WGS 84 / Uttar Pradesh",4499,4326,7742
7776,"WGS 84 / Uttaranchal",4499,4326,7743
7777,"WGS 84 / Andaman and Nicobar",4499,4326,7744
7778,"WGS 84 / Chhattisgarh",4499,4326,7745
7779,"WGS 84 / Goa",4499,4326,7746
7780,"WGS 84 / Karnataka",4499,4326,7747
7781,"WGS 84 / Kerala",4499,4326,7748
7782,"WGS 84 / Lakshadweep",4499,4326,7749
7783,"WGS 84 / Mizoram",4499,4326,7750
7784,"WGS 84 / Sikkim",4499,4326,7751
7785,"WGS 84 / Tamil Nadu",4499,4326,7752
7786,"WGS 84 / Tripura",4499,4326,7753
7787,"WGS 84 / West Bengal",4499,4326,7754
7791,"RDN2008 / UTM zone 32N",4400,6706,16032
7792,"RDN2008 / UTM zone 33N",4400,6706,16033
7793,"RDN2008 / UTM zone 34N",4400,6706,16034
7794,"RDN2008 / Italy zone (E-N)",4400,6706,6877
7795,"RDN2008 / Zone 12 (E-N)",4400,6706,6878
7799,"BGS2005 / UTM zone 34N (N-E)",4531,7798,16034
7800,"BGS2005 / UTM zone 35N (N-E)",4531,7798,16035
7801,"BGS2005 / CCS2005",4531,7798,7802
7803,"BGS2005 / UTM zone 34N",4400,7798,16034
7805,"BGS2005 / UTM zone 36N",4400,7798,16036
7825,"Pulkovo 1942 / CS63 zone X1",4530,4284,7818
7826,"Pulkovo 1942 / CS63 zone X2",4530,4284,7819
7827,"Pulkovo 1942 / CS63 zone X3",4530,4284,7820
7828,"Pulkovo 1942 / CS63 zone X4",4530,4284,7821
7829,"Pulkovo 1942 / CS63 zone X5",4530,4284,7822
7830,"Pulkovo 1942 / CS63 zone X6",4530,4284,7823
7831,"Pulkovo 1942 / CS63 zone X7",4530,4284,7824
7845,"GDA2020 / GA LCC",4400,7844,17362
7846,"GDA2020 / MGA zone 46",4400,7844,6729
7847,"GDA2020 / MGA zone 47",4400,7844,6730
7848,"GDA2020 / MGA zone 48",4400,7844,17348
7849,"GDA2020 / MGA zone 49",4400,7844,17349
7850,"GDA2020 / MGA zone 50",4400,7844,17350
7851,"GDA2020 / MGA zone 51",4400,7844,17351
7852,"GDA2020 / MGA zone 52",4400,7844,17352
7853,"GDA2020 / MGA zone 53",4400,7844,17353
7854,"GDA2020 / MGA zone 54",4400,7844,17354
7855,"GDA2020 / MGA zone 55",4400,7844,17355
7856,"GDA2020 / MGA zone 56",4400,7844,17356
7857,"GDA2020 / MGA zone 57",4400,7844,17357
7858,"GDA2020 / MGA zone 58",4400,7844,17358
7859,"GDA2020 / MGA zone 59",4400,7844,6731
7877,"Astro DOS 71 / SHLG71",4400,4710,7875
7878,"Astro DOS 71 / UTM zone 30S",4400,4710,16130
7882,"St. Helena Tritan / SHLG(Tritan)",4400,7881,7876
7883,"St. Helena Tritan / UTM zone 30S",4400,7881,16130
7887,"SHMG2015",4400,7886,16130
7899,"GDA2020 / Vicgrid",4400,7844,17361
7991,"NAD27 / MTM zone 10",4499,4267,17710
7992,"Malongo 1987 / UTM zone 33S",4400,4259,16133
8013,"GDA2020 / ALB2020",4400,7844,7993
8014,"GDA2020 / BIO2020",4400,7844,7994
8015,"GDA2020 / BRO2020",4400,7844,7995
8016,"GDA2020 / BCG2020",4400,7844,7996
8017,"GDA2020 / CARN2020",4400,7844,7997
8018,"GDA2020 / CIG2020",4400,7844,7998
8019,"GDA2020 / CKIG2020",4400,7844,7999
8020,"GDA2020 / COL2020",4400,7844,8000
8021,"GDA2020 / ESP2020",4400,7844,8001
8022,"GDA2020 / EXM2020",4400,7844,8002
8023,"GDA2020 / GCG2020",4400,7844,8003
8024,"GDA2020 / GOLD2020",4400,7844,8004
8025,"GDA2020 / JCG2020",4400,7844,8005
8026,"GDA2020 / KALB2020",4400,7844,8006
8027,"GDA2020 / KAR2020",4400,7844,8007
8028,"GDA2020 / KUN2020",4400,7844,8008
8029,"GDA2020 / LCG2020",4400,7844,8009
8030,"GDA2020 / MRCG2020",4400,7844,8010
8031,"GDA2020 / PCG2020",4400,7844,8011
8032,"GDA2020 / PHG2020",4400,7844,8012
8035,"WGS 84 / TM Zone 20N (ftUS)",4497,4326,8033
8036,"WGS 84 / TM Zone 21N (ftUS)",4497,4326,8034
8044,"Gusterberg Grid (Ferro)",6501,8042,8040
8045,"St. Stephen Grid (Ferro)",6501,8043,8041
8058,"GDA2020 / NSW Lambert",4400,7844,17364
8059,"GDA2020 / SA Lambert",4400,7844,17359
8065,"NAD83(2011) / PCCS zone 1 (ft)",4495,6318,8061
8066,"NAD83(2011) / PCCS zone 2 (ft)",4495,6318,8062
8067,"NAD83(2011) / PCCS zone 3 (ft)",4495,6318,8063
8068,"NAD83(2011) / PCCS zone 4 (ft)",4495,6318,8064
8082,"NAD83(CSRS)v6 / MTM NS 2010 zone 4",4400,8252,8080
8083,"NAD83(CSRS)v6 / MTM NS 2010 zone 5",4400,8252,8081
8088,"ISN2016 / Lambert 2016",4499,8086,8087
8090,"NAD83(HARN) / WISCRS Florence (m)",4499,4152,7386
8091,"NAD83(HARN) / WISCRS Florence (ftUS)",4497,4152,7387
8092,"NAD83(HARN) / WISCRS Eau Claire (m)",4499,4152,7440
8093,"NAD83(HARN) / WISCRS Eau Claire (ftUS)",4497,4152,7441
8095,"NAD83(HARN) / WISCRS Wood (m)",4499,4152,7482
8096,"NAD83(HARN) / WISCRS Wood (ftUS)",4497,4152,7483
8097,"NAD83(HARN) / WISCRS Waushara (m)",4499,4152,7526
8098,"NAD83(HARN) / WISCRS Waushara (ftUS)",4497,4152,7527
8099,"NAD83(HARN) / WISCRS Waupaca (m)",4499,4152,7480
8100,"NAD83(HARN) / WISCRS Waupaca (ftUS)",4497,4152,7481
8101,"NAD83(HARN) / WISCRS Waukesha (m)",4499,4152,7524
8102,"NAD83(HARN) / WISCRS Waukesha (ftUS)",4497,4152,7525
8103,"NAD83(HARN) / WISCRS Washington (m)",4499,4152,7522
8104,"NAD83(HARN) / WISCRS Washington (ftUS)",4497,4152,7523
8105,"NAD83(HARN) / WISCRS Washburn (m)",4499,4152,7424
8106,"NAD83(HARN) / WISCRS Washburn (ftUS)",4497,4152,7425
8107,"NAD83(HARN) / WISCRS Walworth (m)",4499,4152,7520
8108,"NAD83(HARN) / WISCRS Walworth (ftUS)",4497,4152,7521
8109,"NAD83(HARN) / WISCRS Vilas (m)",4499,4152,7398
8110,"NAD83(HARN) / WISCRS Vilas (ftUS)",4497,4152,7399
8111,"NAD83(HARN) / WISCRS Vernon (m)",4499,4152,7518
8112,"NAD83(HARN) / WISCRS Vernon (ftUS)",4497,4152,7519
8113,"NAD83(HARN) / WISCRS Trempealeau (m)",4499,4152,7478
8114,"NAD83(HARN) / WISCRS Trempealeau (ftUS)",4497,4152,7479
8115,"NAD83(HARN) / WISCRS Taylor (m)",4499,4152,7476
8116,"NAD83(HARN) / WISCRS Taylor (ftUS)",4497,4152,7477
8117,"NAD83(HARN) / WISCRS St. Croix (m)",4499,4152,7474
8118,"NAD83(HARN) / WISCRS St. Croix (ftUS)",4497,4152,7475
8119,"NAD83(HARN) / WISCRS Shawano (m)",4499,4152,7472
8120,"NAD83(HARN) / WISCRS Shawano (ftUS)",4497,4152,7473
8121,"NAD83(HARN) / WISCRS Sawyer (m)",4499,4152,7396
8122,"NAD83(HARN) / WISCRS Sawyer (ftUS)",4497,4152,7397
8123,"NAD83(HARN) / WISCRS Sauk (m)",4499,4152,7516
8124,"NAD83(HARN) / WISCRS Sauk (ftUS)",4497,4152,7517
8125,"NAD83(HARN) / WISCRS Rusk (m)",4499,4152,7470
8126,"NAD83(HARN) / WISCRS Rusk (ftUS)",4497,4152,7471
8127,"NAD83(HARN) / WISCRS Rock (m)",4499,4152,7514
8128,"NAD83(HARN) / WISCRS Rock (ftUS)",4497,4152,7515
8129,"NAD83(HARN) / WISCRS Richland (m)",4499,4152,7512
8130,"NAD83(HARN) / WISCRS Richland (ftUS)",4497,4152,7513
8131,"NAD83(HARN) / WISCRS Price (m)",4499,4152,7394
8132,"NAD83(HARN) / WISCRS Price (ftUS)",4497,4152,7395
8133,"NAD83(HARN) / WISCRS Portage (m)",4499,4152,7468
8134,"NAD83(HARN) / WISCRS Portage (ftUS)",4497,4152,7469
8135,"NAD83(HARN) / WISCRS Polk (m)",4499,4152,7466
8136,"NAD83(HARN) / WISCRS Polk (ftUS)",4497,4152,7467
8137,"NAD83(HARN) / WISCRS Pepin and Pierce (m)",4499,4152,7464
8138,"NAD83(HARN) / WISCRS Pepin and Pierce (ftUS)",4497,4152,7465
8139,"NAD83(HARN) / WISCRS Oneida (m)",4499,4152,7392
8140,"NAD83(HARN) / WISCRS Oneida (ftUS)",4497,4152,7393
8141,"NAD83(HARN) / WISCRS Oconto (m)",4499,4152,7462
8142,"NAD83(HARN) / WISCRS Oconto (ftUS)",4497,4152,7463
8143,"NAD83(HARN) / WISCRS Monroe (m)",4499,4152,7510
8144,"NAD83(HARN) / WISCRS Monroe (ftUS)",4497,4152,7511
8145,"NAD83(HARN) / WISCRS Menominee (m)",4499,4152,7460
8146,"NAD83(HARN) / WISCRS Menominee (ftUS)",4497,4152,7461
8147,"NAD83(HARN) / WISCRS Marinette (m)",4499,4152,7458
8148,"NAD83(HARN) / WISCRS Marinette (ftUS)",4497,4152,7459
8149,"NAD83(HARN) / WISCRS Marathon (m)",4499,4152,7456
8150,"NAD83(HARN) / WISCRS Marathon (ftUS)",4497,4152,7457
8151,"NAD83(HARN) / WISCRS Lincoln (m)",4499,4152,7454
8152,"NAD83(HARN) / WISCRS Lincoln (ftUS)",4497,4152,7455
8153,"NAD83(HARN) / WISCRS Langlade (m)",4499,4152,7452
8154,"NAD83(HARN) / WISCRS Langlade (ftUS)",4497,4152,7453
8155,"NAD83(HARN) / WISCRS La Crosse (m)",4499,4152,7508
8156,"NAD83(HARN) / WISCRS La Crosse (ftUS)",4497,4152,7509
8157,"NAD83(HARN) / WISCRS Kewaunee, Manitowoc and Sheboygan (m)",4499,4152,7506
8158,"NAD83(HARN) / WISCRS Kewaunee, Manitowoc and Sheboygan (ftUS)",4497,4152,7507
8159,"NAD83(HARN) / WISCRS Kenosha, Milwaukee, Ozaukee and Racine (m)",4499,4152,7504
8160,"NAD83(HARN) / WISCRS Kenosha, Milwaukee, Ozaukee and Racine (ftUS)",4497,4152,7505
8161,"NAD83(HARN) / WISCRS Jackson (m)",4499,4152,7450
8162,"NAD83(HARN) / WISCRS Jackson (ftUS)",4497,4152,7451
8163,"NAD83(HARN) / WISCRS Iron (m)",4499,4152,7390
8164,"NAD83(HARN) / WISCRS Iron (ftUS)",4497,4152,7391
8165,"NAD83(HARN) / WISCRS Iowa (m)",4499,4152,7502
8166,"NAD83(HARN) / WISCRS Iowa (ftUS)",4497,4152,7503
8167,"NAD83(HARN) / WISCRS Green Lake and Marquette (m)",4499,4152,7500
8168,"NAD83(HARN) / WISCRS Green Lake and Marquette (ftUS)",4497,4152,7501
8169,"NAD83(HARN) / WISCRS Green and Lafayette (m)",4499,4152,7498
8170,"NAD83(HARN) / WISCRS Green and Lafayette (ftUS)",4497,4152,7499
8171,"NAD83(HARN) / WISCRS Grant (m)",4499,4152,7496
8172,"NAD83(HARN) / WISCRS Grant (ftUS)",4497,4152,7497
8173,"NAD83(HARN) / WISCRS Forest (m)",4499,4152,7388
8177,"NAD83(HARN) / WISCRS Forest (ftUS)",4497,4152,7389
8179,"NAD83(HARN) / WISCRS Dunn (m)",4499,4152,7438
8180,"NAD83(HARN) / WISCRS Dunn (ftUS)",4497,4152,7439
8181,"NAD83(HARN) / WISCRS Douglas (m)",4499,4152,7384
8182,"NAD83(HARN) / WISCRS Douglas (ftUS)",4497,4152,7385
8184,"NAD83(HARN) / WISCRS Door (m)",4499,4152,7436
8185,"NAD83(HARN) / WISCRS Door (ftUS)",4497,4152,7437
8187,"NAD83(HARN) / WISCRS Dodge and Jefferson (m)",4499,4152,7494
8189,"NAD83(HARN) / WISCRS Dodge and Jefferson (ftUS)",4497,4152,7495
